C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_28_641.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_28_641.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_28_641.jpg, 0, 0, 0, 0.001872079
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_28_746.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_28_746.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_28_746.jpg, 0, 0, 0, 0.001884005
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_28_847.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_28_847.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_28_847.jpg, 0, 0, 0, 0.001881522
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_28_951.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_28_951.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_28_951.jpg, 0, 0, 0, 0.001899351
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_053.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_053.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_053.jpg, 0, 0, 0, 0.001821706
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_155.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_155.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_155.jpg, 0, 0, 0, 0.001859334
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_258.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_258.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_258.jpg, 0, 0, 0, 0.001876029
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_361.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_361.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_361.jpg, 0, 0, 0, 0.001817791
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_463.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_463.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_463.jpg, 0, 0, 0, 0.001867998
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_567.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_567.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_567.jpg, 0, 0, 0, 0.001833028
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_669.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_669.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_669.jpg, 0, 0, 0, 0.001851507
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_771.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_771.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_771.jpg, 0, 0, 0, 0.001907249
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_874.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_874.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_874.jpg, 0, 0, 0, 0.001854162
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_29_976.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_29_976.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_29_976.jpg, 0, 0.2221473, 0, 0.1430777
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_30_081.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_30_081.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_30_081.jpg, 0, 0.5194276, 0, 0.5690897
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_30_185.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_30_185.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_30_185.jpg, 0, 0.8330446, 0, 1.380392
C:\Users\Jims\Desktop\SDC1\data\IMG\center_2023_07_28_14_22_30_287.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\left_2023_07_28_14_22_30_287.jpg, C:\Users\Jims\Desktop\SDC1\data\IMG\right_2023_07_28_14_22_30_287.jpg, 0, 1, 0, 2.54674
